variable_id,display_name,concept_family,sector_boundary,account_position,source_status,candidate_status,constructibility_status,allowed_use,prohibited_use,downstream_stage,notes
CORP__current_transfer_receipts,CORP_current_transfer_receipts,Shaikh_income_correction,CORP,income_accounts,requires_manual_mapping,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,"Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred."
CORP__dividends_paid,CORP_dividends_paid,Shaikh_income_correction,CORP,income_accounts,requires_manual_mapping,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,"Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred."
CORP__dividends_received,CORP_dividends_received,Shaikh_income_correction,CORP,income_accounts,requires_manual_mapping,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,"Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred."
CORP__IPP__cfc_current_cost,CORP_intellectual_property_products_cfc_current_cost,frontier_conditioning_variables,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
CORP__IPP__gross_investment_current_cost,CORP_intellectual_property_products_gross_investment_current_cost,frontier_conditioning_variables,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
CORP__IPP__gross_stock_current_cost,CORP_intellectual_property_products_gross_stock_current_cost,downstream_GPIM_benchmark,CORP,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Preserve as a required gap. Do not substitute net stock or construct GPIM here.
CORP__IPP__net_stock_current_cost,CORP_intellectual_property_products_net_stock_current_cost,frontier_conditioning_variables,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
CORP__IPP__net_stock_quantity_index,CORP_intellectual_property_products_net_stock_quantity_index,frontier_conditioning_variables,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
CORP__IPP__retirements,CORP_intellectual_property_products_retirements,downstream_GPIM_diagnostics,CORP,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Retain as an explicit provider gap; no residual construction is permitted here.
CORP__IPP__revaluation_holding_gains,CORP_intellectual_property_products_revaluation_holding_gains,downstream_GPIM_diagnostics,CORP,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Retain as an explicit provider gap; no residual construction is permitted here.
CORP__ME__cfc_current_cost,CORP_machinery_equipment_cfc_current_cost,downstream_GPIM_and_K_cap,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
CORP__ME__gross_investment_current_cost,CORP_machinery_equipment_gross_investment_current_cost,downstream_GPIM_and_K_cap,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
CORP__ME__gross_stock_current_cost,CORP_machinery_equipment_gross_stock_current_cost,downstream_GPIM_benchmark,CORP,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Preserve as a required gap. Do not substitute net stock or construct GPIM here.
CORP__ME__net_stock_current_cost,CORP_machinery_equipment_net_stock_current_cost,downstream_GPIM_and_K_cap,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
CORP__ME__net_stock_quantity_index,CORP_machinery_equipment_net_stock_quantity_index,downstream_GPIM_and_K_cap,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
CORP__ME__retirements,CORP_machinery_equipment_retirements,downstream_GPIM_diagnostics,CORP,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Retain as an explicit provider gap; no residual construction is permitted here.
CORP__ME__revaluation_holding_gains,CORP_machinery_equipment_revaluation_holding_gains,downstream_GPIM_diagnostics,CORP,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Retain as an explicit provider gap; no residual construction is permitted here.
CORP__NRC__cfc_current_cost,CORP_nonresidential_structures_cfc_current_cost,downstream_GPIM_and_K_cap,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
CORP__NRC__gross_investment_current_cost,CORP_nonresidential_structures_gross_investment_current_cost,downstream_GPIM_and_K_cap,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
CORP__NRC__gross_stock_current_cost,CORP_nonresidential_structures_gross_stock_current_cost,downstream_GPIM_benchmark,CORP,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Preserve as a required gap. Do not substitute net stock or construct GPIM here.
CORP__NRC__net_stock_current_cost,CORP_nonresidential_structures_net_stock_current_cost,downstream_GPIM_and_K_cap,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
CORP__NRC__net_stock_quantity_index,CORP_nonresidential_structures_net_stock_quantity_index,downstream_GPIM_and_K_cap,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
CORP__NRC__retirements,CORP_nonresidential_structures_retirements,downstream_GPIM_diagnostics,CORP,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Retain as an explicit provider gap; no residual construction is permitted here.
CORP__NRC__revaluation_holding_gains,CORP_nonresidential_structures_revaluation_holding_gains,downstream_GPIM_diagnostics,CORP,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Retain as an explicit provider gap; no residual construction is permitted here.
CORP__TOTAL__cfc_current_cost,CORP_total_cfc_current_cost,sector_total_diagnostic,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
CORP__TOTAL__gross_investment_current_cost,CORP_total_gross_investment_current_cost,sector_total_diagnostic,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
CORP__TOTAL__gross_stock_current_cost,CORP_total_gross_stock_current_cost,downstream_GPIM_benchmark,CORP,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Preserve as a required gap. Do not substitute net stock or construct GPIM here.
CORP__TOTAL__net_stock_current_cost,CORP_total_net_stock_current_cost,sector_total_diagnostic,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
CORP__TOTAL__net_stock_quantity_index,CORP_total_net_stock_quantity_index,sector_total_diagnostic,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
CORP_CFC,CORP_consumption_fixed_capital,Shaikh_income_correction_and_distributive_variables,CORP,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
CORP_COMP,CORP_compensation_employees,Shaikh_income_correction_and_distributive_variables,CORP,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
CORP_DIVIDENDS_NET,CORP_net_dividends,Shaikh_income_correction_and_distributive_variables,CORP,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
CORP_GVA,CORP_gross_value_added,Shaikh_income_correction_and_distributive_variables,CORP,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
CORP_NET_INT,CORP_net_interest_misc_payments,Shaikh_income_correction_and_distributive_variables,CORP,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
CORP_NOS,CORP_net_operating_surplus,Shaikh_income_correction_and_distributive_variables,CORP,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
CORP_NVA,CORP_net_value_added,Shaikh_income_correction_and_distributive_variables,CORP,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
CORP_PBT,CORP_profits_before_tax,Shaikh_income_correction_and_distributive_variables,CORP,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
CORP_PROFITS_IVA_CC,CORP_profits_with_IVA_CCAdj,Shaikh_income_correction_and_distributive_variables,CORP,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
CORP_TRANSFERS_NET,CORP_business_current_transfers_net,Shaikh_income_correction_and_distributive_variables,CORP,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
T711_L52,BankMonIntPaid_paid_state_local,shaikh_candidate_semantic_audit_only,CORP_FIN_BOUNDARY,imputed_interest,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.
T711_L53,CorpNFNetImpIntPaid_line53,shaikh_candidate_semantic_audit_only,CORP_FIN_BOUNDARY,imputed_interest,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.
T711_L73,BankMonIntPaid_received_federal,shaikh_candidate_semantic_audit_only,CORP_FIN_BOUNDARY,imputed_interest,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.
T711_L74,CorpNFNetImpIntPaid_line74,shaikh_candidate_semantic_audit_only,CORP_FIN_BOUNDARY,imputed_interest,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.
T711_L91,BankMonIntPaid_paid_government,shaikh_candidate_semantic_audit_only,CORP_FIN_BOUNDARY,imputed_interest,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.
FIN__current_transfer_payments,FIN_current_transfer_payments,Shaikh_income_correction,FIN,income_accounts,requires_manual_mapping,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,"Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred."
FIN__current_transfer_receipts,FIN_current_transfer_receipts,Shaikh_income_correction,FIN,income_accounts,requires_manual_mapping,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,"Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred."
FIN__dividends_paid,FIN_dividends_paid,Shaikh_income_correction,FIN,income_accounts,requires_manual_mapping,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,"Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred."
FIN__dividends_received,FIN_dividends_received,Shaikh_income_correction,FIN,income_accounts,requires_manual_mapping,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,"Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred."
FIN_CFC,FIN_CFC,financial_corporate_correction_layer,FIN,income_accounts,downstream_constructed_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Do not silently substitute total financial business. Downstream derivation must cite inputs.
FIN_COMP,FIN_COMP,financial_corporate_correction_layer,FIN,income_accounts,downstream_constructed_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Do not silently substitute total financial business. Downstream derivation must cite inputs.
FIN_DIVIDENDS,FIN_DIVIDENDS,financial_corporate_correction_layer,FIN,income_accounts,downstream_constructed_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Do not silently substitute total financial business. Downstream derivation must cite inputs.
FIN_GVA,FIN_gross_value_added,Shaikh_income_correction_and_distributive_variables,FIN,income_accounts,staged,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
FIN_NET_INT,FIN_NET_INT,financial_corporate_correction_layer,FIN,income_accounts,downstream_constructed_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Do not silently substitute total financial business. Downstream derivation must cite inputs.
FIN_NOS,FIN_NOS,financial_corporate_correction_layer,FIN,income_accounts,downstream_constructed_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Do not silently substitute total financial business. Downstream derivation must cite inputs.
FIN_NVA,FIN_NVA,financial_corporate_correction_layer,FIN,income_accounts,downstream_constructed_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Do not silently substitute total financial business. Downstream derivation must cite inputs.
FIN_PBT,FIN_PBT,financial_corporate_correction_layer,FIN,income_accounts,downstream_constructed_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Do not silently substitute total financial business. Downstream derivation must cite inputs.
FIN_TRANSFERS,FIN_TRANSFERS,financial_corporate_correction_layer,FIN,income_accounts,downstream_constructed_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Do not silently substitute total financial business. Downstream derivation must cite inputs.
T711_L28,BankMonIntPaid_received_financial,shaikh_candidate_semantic_audit_only,FIN,imputed_interest,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.
T711_L4,BankMonIntPaid_paid_financial,shaikh_candidate_semantic_audit_only,FIN,imputed_interest,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.
T711_L44,BankMonIntPaid_paid_banks_credit_investment,shaikh_candidate_semantic_audit_only,FIN,imputed_interest,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.
GOV_TRANS__gross_stock_current_cost,GOV_TRANS_gross_stock_current_cost,GOV_TRANS_GPIM,GOV_TRANS,government_fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Do not substitute net stock. Downstream GPIM must be explicit.
GOV_TRANS__HIGHWAYS_STREETS__cfc_current_cost,GOV_TRANS_highways_streets_cfc_current_cost,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.
GOV_TRANS__HIGHWAYS_STREETS__gross_investment_current_cost,GOV_TRANS_highways_streets_gross_investment_current_cost,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Live BEA FAAt705 mapping verified on 2026-06-09. Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.
GOV_TRANS__HIGHWAYS_STREETS__net_stock_current_cost,GOV_TRANS_highways_streets_net_stock_current_cost,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.
GOV_TRANS__HIGHWAYS_STREETS__net_stock_quantity_index,GOV_TRANS_highways_streets_net_stock_quantity_index,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.
